Adresse_parcelle,Année,COMMU_LAB,Moyenne de mnt.exposition_mean,Moyenne de mnt.ombrage_mean,Moyenne de mnt.pente_mean,Moyenne de mnt.tpi_mean,Moyenne de mnt.tri_mean,Moyenne de moyenne_pulviometrie,Moyenne de Taux_chlordecone,Parcelle_cadastrale
13 Val de Floreal,2018,LAMENTIN(LE),241.0782019857143,185.52842094285714,21.461696055142855,-0.6655312167142858,4.3501625558571435,"2500,00",0.001,""
"13, Lot. Les Citronnelles",2017,CASE-PILOTE,225.24958345000002,163.02519683333333,50.275929045,1.4473717265000001,9.967880827,"2500,00",0.001,9722050000B1374
"13, Lot. Les Hauts de Baringthon",2018,DUCOS,317.74970244,211.69181914,19.65368695,-0.819289109,4.0043057366,"1750,00",0.0052,9722070000C1855
"13, Residence Belfort",2019,LAMENTIN(LE),124.87343545,141.65566265,20.985595095,-0.04820854899999999,4.274792026,,,""
130 route de nouveau quartier Recule,2018,SAINTE-MARIE,44.27793884333334,136.83333333333334,30.092786153333332,-5.25,5.625,"2500,00",0.0016,""
"132, rue de la Bobby",2018,DUCOS,225.145750775,175.4269572,25.221537455,0.36421293950000005,4.8245513575,,,""
133 Lot. Bellance,2018,LAMENTIN(LE),284.196387075,202.9478638125,16.38901328,0.49547830437500007,3.296400293,,,""
133 Quartier Saint Vincent,2019,RIVIERE-PILOTE,257.72774305294115,199.0111513647059,26.265692035882356,1.6521396624117646,5.294456603235295,"1750,00",0.0010000000000000005,""
134 Impasse des Lys,2018,DUCOS,202.79946952857145,172.2837420857143,10.325843558142859,1.821084848857143,2.455213209857143,"1750,00",0.001,""
1375 Quartier Godinot,2017,CARBET(LE),168.49115633333335,148.2106083,21.645086183333333,1.447571800333333,4.534994518333334,"1750,00",0.001,9722040000E0971
"13a, Lot. Hameau d'Alet",2018,TROIS-ILETS(LES),210.5644786,166.31897795,21.67605616166667,0.2488608435,4.835011329166666,"1375,00",0.001,9722310000C2418
14 Allee des Colombes,2019,DUCOS,179.20479396,149.64453994000002,22.148988382,-0.49323756999999996,4.3055708588,,,""
14 rue Victor 97229,2018,RIVIERE-PILOTE,282.89488295,218.42761056666666,34.02881180833333,-0.5303301006666666,6.6350827095,"1750,00",0.001,""
"14, rue des Hibiscus",2018,ANSES-D'ARLET(LES),255.55106983333334,195.03242893333334,19.651100076666665,0.7892133273333334,3.7304825046666665,,,""
141 Allee des Poiriers,2018,DUCOS,108.66514101153847,155.80191965384614,15.93175648953846,0.3472645216923077,3.161021934,,,""
145  Rue Tolobe,2018,DUCOS,245.97649500250003,186.1705540425,16.429519308475,-0.4137797809,3.2893664969,"2500,00",0.0010000000000000007,""
"15, Lot. Beausejour",2018,GRAND'RIVIERE,311.7143499,247.76747365,92.921821865,15.300281085,17.75297633,"2500,00",1.618,9722110000B0122
"15, Residence Belfort",2019,LAMENTIN(LE),120.18592595000001,161.4407176,10.485499386,0.527142651,2.058392651,,,""
"15, rue Pelage",2017,FORT-DE-FRANCE,232.0120914,178.584896725,31.034554697500003,-2.446571237,6.84266489775,,,""
150 rue des Vanniers,2018,SAINTE-MARIE,182.81213796666665,148.88922333333335,24.972672303333336,-1.1097294513333333,5.201971325333333,,,""
"1524, Derriere Morne",2018,SAINTE-MARIE,76.5661423205,197.79739065,16.3777816525,0.5781322505,3.40373815025,,,""
155 impasse des Palmiers,2018,LAMENTIN(LE),263.68763085000006,187.673820525,6.140415997750001,0.4918357901666666,1.2708310488333334,,,""
"156, route de Bout Bois",2017,CARBET(LE),195.66180085000002,190.4932565,7.0604289435,-0.7922779704999999,1.455153315,,,""
157 Impasse Mexico,2019,LAMENTIN(LE),214.12393401999998,174.50078073999998,15.748280747799999,-0.14076097299999998,3.1484126747000003,,,""
158 Route de Ravine Vilaine,2018,FORT-DE-FRANCE,49.377650509999995,185.42016615454543,26.480078787272728,0.5162230800909091,5.750307646727272,"2500,00",0.0010000000000000002,""
"16, Petite France",2017,FRANCOIS(LE),13.925700375,200.6138071,32.59450638,-0.911061075,6.354932519,"1750,00",0.001,9722100000Z0883
"16, rue du Figuier",2019,FORT-DE-FRANCE,208.75682089444447,170.6860270611111,27.565614447777776,1.8746819563333332,5.837198139444444,,,""
160 chemin Luilet,2018,LAMENTIN(LE),267.98316031666667,200.81485786666667,19.734238398333336,0.137949074,3.8620072376666665,,,""
160 rue des deux Sources,2018,SAINT-ESPRIT,96.6678863675,177.924427,7.0823724355,-0.613103571,1.505392137125,,,""
167 Lot. Petite Riviere,2019,LAMENTIN(LE),230.58177493199995,183.839435836,15.319037434400002,1.2392987264,3.5351603264400007,"2500,00",0.0021040000000000004,""
"167, rue du Souvenir",2017,SAINTE-MARIE,4.951897938,200.0502258,20.672784465,-0.088017208,3.969191565,,,""
"168, rue des Esclaves",2017,CARBET(LE),222.6102206,176.99770965,16.985813815,0.7502147215,3.4999284260000003,,,""
"17, Allee de l'oiseau cohe",2019,DUCOS,206.27985306,178.48818416,15.684608673,-2.8600910658000003,4.1701829372,,,""
"17, Chemin du Mahogany",2017,BASSE-POINTE,295.6486545,194.7663551,15.39366016,1.42649408,3.147840259,,,""
"17, Lot. La Richard",2017,TRINITE(LA),141.1159638,156.23120515,13.57683035,0.7894646949999999,2.922753985,"2500,00",0.4836,9722300000R0776
171 chemin Madura,2018,LAMENTIN(LE),219.32219241666664,180.45015116666667,3.4025200696111106,0.3000504092777778,0.6809450853888889,,,""
177 impasse peche,2019,LAMENTIN(LE),127.53354275555554,164.67259378888886,8.635995430555557,0.2414096474444444,1.7009908904444444,,,""
"179, chemin Sainte Croix 1",2018,ROBERT(LE),298.4349122857143,213.7223254142857,22.71116546857143,0.564867906,4.5124256297142855,,,""
"179, Quartier Sance",2017,AJOUPA BOUILLON,5.042772648666666,205.38074983333334,28.36068939333333,-4.668458923666666,5.388768517333333,"2500,00",0.0723,9722010000C0021
18 Espace Emile Maurice,2018,SAINT-JOSEPH,111.84224405909089,173.46657165454548,4.573324725909091,0.08179659509090909,0.9156754973636364,,,""
18 rue de l'Abattoir,2018,SAINTE-MARIE,195.313370405,193.16666665,14.058840513500002,0.16666666649999995,3.4166666665000003,,,""
18 rue Marius Hurard,2018,SAINT-JOSEPH,91.12096420769231,139.6164103230769,27.700177999999998,-0.4042380300769231,5.663853323307692,"2500,00",0.0010000000000000005,""
"18, Lot. La Carreau",2018,SAINT-ESPRIT,227.0533853875,179.002795575,21.80291558125,0.8146556573750001,4.178468348875,"1750,00",0.0024,""
"18, quartier Josseaud",2018,RIVIERE-PILOTE,232.01727174999996,181.31294650000004,22.52662655,0.5047775246666667,4.567839497583333,"1750,00",0.07179999999999999,""
180 Chemin Tourterelle,2018,LAMENTIN(LE),236.47557788750004,184.3387595375,18.29996731875,0.45097758725000003,3.6928986708749996,,,""
184 Allee Choco,2018,SAINT-JOSEPH,52.682356999999996,178.2686637625,14.941813350875002,-0.7807888767500001,2.9307178367499995,"2500,00",0.0023750000000000004,""
"1869, rue du Pave",2018,SAINTE-MARIE,347.5651889571428,206.81410805714287,20.32636132,-0.04538181457142855,3.990658564571429,"2500,00",0.1208,""
19 Chemin Acajou,2018,FORT-DE-FRANCE,120.257805105,175.4328305875,4.4456266005,0.18446202912499998,1.142857276875,,,""
19 rue de l'Abattoir,2018,SAINTE-MARIE,84.41807324,159.23402026666668,16.9661675,-0.6678257046666666,3.2991033516666666,,,""
19 Rue des Lataniers,2018,SAINT-ESPRIT,166.49764894999998,134.0034664,29.321715644999998,-0.9251735693333334,5.678149020333334,,,""
19 Rue les Filaos de Bellevue,2018,MARIGOT(LE),25.019773658777776,172.8169226888889,11.189921213222224,0.30784053077777784,2.5920349411111108,"2500,00",0.163,""
"19, Lotissement la Falaise",2018,SAINTE-MARIE,124.43267927166669,163.44787184999998,19.78545649,0.8646822415833334,4.4064884665,"3250,00",0.001416666666666667,""
"196, Derriere Bois",2017,SAINT-JOSEPH,200.07933029999998,181.79063715,6.000757441999999,1.661695303,1.661695303,"2500,00",0.0173,9722240000T0037
197 Lot de Source,2018,LAMENTIN(LE),229.93724272,183.239255,24.483358621,1.0097879849000002,5.213734936499999,"2500,00",0.005900000000000001,""
1C  Lot. Fond Nicolas,2018,FORT-DE-FRANCE,204.0728461583333,163.81708398333333,15.883420345499998,-1.992583781416667,3.511568284666667,,,""
2  Allee du Precipice,2018,RIVIERE-PILOTE,301.2428655888889,218.12240540000002,25.98762084666667,-1.039777856777778,4.989692629444445,"1375,00",0.001,""
2 Impasse du Flamboyant,2018,MARIGOT(LE),304.0281380166667,217.31994160000002,29.38119354333334,0.9236683408333336,6.304577189,,,""
2 rue Clavius Marius,2018,SAINT-PIERRE,298.520368875,224.14784115,32.36733663,2.01139493725,6.31889004075,"2500,00",0.0172,""
"2, Croix Laurence",2017,AJOUPA BOUILLON,198.96940958333332,162.93209398333332,18.741691693333333,1.4780516466666669,3.965798939833333,"3250,00",0.20080000000000006,"9,72E+188"
"2, Lot. Bellevue",2017,TRINITE(LA),342.6953309,209.89052843333332,26.588699236666667,-0.8586010496666666,5.115111825666666,,,""
"2, Lot. Saint Antoine",2018,FORT-DE-FRANCE,241.27910948,186.04708742000003,15.652350508000001,-0.14257053059999997,3.0703159496000003,,,""
"2, Quartier Bel Air",2018,VAUCLIN(LE),234.59456926000001,183.3935618,18.276672846,-0.17164499299999997,3.568164986,"1750,00",0.001,9722320000C0685
"2, rue Anatole TAVERNY",2018,GRAND'RIVIERE,226.3946548,180.1308554,6.5676809985,-1.4159408245,1.5637773015,"2500,00",0.0254,9722110000A0349
"2, rue de la Tourterelle",2018,SAINT-ESPRIT,50.945975260000004,172.8257678,20.689133933333334,0.46205600766666666,3.932879154666667,,,""
20 rue Joinville Saint Prix,2019,DUCOS,183.07634923333333,167.08267779166667,9.874604947333333,-0.395394381,2.0726253690000003,,,""
20 Rue Pois Doux,2018,ROBERT(LE),241.77080485,183.64848135,6.1493050165,-1.1184306695,1.3955779365,,,""
200 chemin Pontalery 2,2019,ROBERT(LE),97.9116467,160.74140075,13.608694021999998,1.1802377615,3.7733577795,"1750,00",0.001,""
200 Lotissement Grand Case,2018,LAMENTIN(LE),174.62525067777779,170.72447767777777,7.511184434666668,0.17879112233333333,1.4669195853333332,"2500,00",0.0014,""
201 chemin Pontalery 2,2019,ROBERT(LE),87.42840744857143,145.55166818571428,29.563573455714288,1.7796831087142857,6.142415484714285,"1750,00",0.001,""
203 Allee des Palmiers,2018,SAINT-JOSEPH,157.46255452,159.34639572,12.258151302,0.12870129620000004,2.374656217,,,""
2051 Chemin Daubert,2017,LAMENTIN(LE),229.79845684999998,180.65042406666666,14.207480715,1.851058646,3.3054709186666664,"2500,00",0.0076,9722130000Z1009
"21, rue du Bois d'Inde",2018,SAINT-JOSEPH,194.308586614,193.65744303999998,18.106004575999997,2.2978537996,4.0856793948000005,,,""
2101 Quartier Hetel des Plaisirs,2018,SAINT-JOSEPH,201.02914106666665,164.01582700000003,22.733671856666664,0.7625568646666666,4.446541406333334,"2500,00",0.001,""
2112 Route de Reculee,2019,SAINTE-MARIE,205.21589781,187.12577017499999,11.33268948475,1.0207128970000001,2.4533923367500003,"2500,00",0.004,""
"2199, Saint-James",2018,SAINT-PIERRE,78.997423475,169.8400578,12.753567505,1.05971098,2.5014427804999997,"2500,00",0.0027,9722250000L0426
"22,  Residence La Bananeraie",2018,VAUCLIN(LE),210.94975668181817,180.06203014545454,2.0808073720909093,0.47818775572727273,0.5456650005454545,,,""
220 Morne Roches,2018,LAMENTIN(LE),201.88216565000002,177.4932782,10.874867931833334,-0.46929588600000005,2.450854714166667,,,""
220 rue Riviere Canari,2018,SAINTE-MARIE,199.46436530000003,152.9744239,27.165023527142864,0.897302447142857,5.499195951857144,,,""
23 rue Joseph Zobel,2019,RIVIERE-SALEE,190.1671083207143,201.72365932142858,19.38731699928571,1.5624668540714286,4.0816914076428565,,,""
"23, Lot. Brin d'Amour",2018,TRINITE(LA),176.18089826615386,201.62101399999997,37.0439418376923,3.2724495773076923,7.684639590076923,"2500,00",0.0010000000000000005,""
"23, Lotissement Choisy",2017,SAINT-JOSEPH,71.94274149,147.7071482,30.693361425,-2.012946763,6.0053564745,"2500,00",0.1966,9722240000S0630
"236, impasse jujubier",2017,LAMENTIN(LE),121.51413976666667,159.83802163333334,11.755414958333333,-0.09523809533333334,2.4047619046666666,,,""
238 Morne Roches,2018,LAMENTIN(LE),244.33749978125002,185.3391209875,16.365260881625,-0.7877072828125001,3.54962874425,,,""
24 clos 1 de Volcart Beola,2018,SAINTE-LUCE,265.82359208,197.70840035999998,16.907977484,-0.007840465799999996,3.2626321972,,,""
24 Grand Chemin,2018,MARIGOT(LE),158.9645615,198.75,14.669827935,1.0625,4.9375,"3250,00",0.0486,""
24 Lot. Anse Bleu,2019,DIAMANT(LE),90.01616053000001,172.9967593,6.0000795105,0.042988683,1.125,"1375,00",0.0705,""
24 Lot. Morne Coco,2018,DUCOS,41.400821089100006,178.78300199999998,18.180482355000002,-1.0432008136,3.5157801936,"2500,00",0.0323,""
"24, Demare",2018,BASSE-POINTE,56.14458076666667,173.80558820000002,13.594056316666666,-0.3461573723333333,2.647943486666667,"3250,00",0.0023,""
"24, Lot. Brin d'Amour",2018,TRINITE(LA),288.28460516125,209.6034887375,27.46417969125,0.6976921573750001,5.429981019625,"2500,00",0.001,""
246 chemin du Noni,2018,DUCOS,71.387806759,164.66474934000001,15.7844705401,0.5368965774000001,3.2531198304,,,""
25 Lot Emeraude Caraebe,2018,ROBERT(LE),129.15141753999998,160.68223780666668,10.985838815266668,-0.8183466381333333,2.2723738279333334,,,""
25 quartier Adinet,2018,AJOUPA BOUILLON,134.90490125,162.25209815,9.74354796575,-0.24906034425,1.79061136375,"3250,00",0.0022,""
"25, rue de la Fleuriste",2018,VAUCLIN(LE),45.3752389335,181.13366178750002,11.055105996250001,-0.426609825375,2.201684328625,,,""
26 lot. Les Trois Poiriers,2018,RIVIERE-SALEE,144.28476515714286,152.86842284285714,15.129572735714287,-0.820720961,3.1222119487142863,"1750,00",0.001,""
"26, Chemin du Figuier",2017,CARBET(LE),84.40850342333334,174.34229904999998,8.3801082645,0.10246694883333336,1.6146658193333334,"1375,00",0.0063,9722040000I0250
265 route de Balata,2018,FORT-DE-FRANCE,156.37781896428572,160.97541462857143,15.924973331714284,1.6717788645714287,3.630102426285714,"2500,00",0.001,""
"27, impasse des trefles caraebes",2017,DUCOS,245.5239175,186.2872990333333,11.093888423000001,0.26529772366666665,2.211784360333333,,,""
"27, rue Bellevue",2017,MARIGOT(LE),271.45934414000004,217.31132166000003,27.017455216000002,3.7547370389999997,5.8717770042,"2500,00",0.097,9722160000C0361
274 Chemin La Hubert,2018,SAINT-JOSEPH,30.741680872,185.59993532,20.013609947,1.016563441,4.3088922666,,,""
28 Allee des Moubins,2018,ROBERT(LE),183.80744927916666,171.22643829166668,8.851964480625002,0.08299258124999999,1.901108737583333,"1750,00",0.0010000000000000007,""
28 Lot. les Anthuriums,2018,BASSE-POINTE,293.6100392833334,196.76723090000004,11.183953093333335,-0.8435870715,2.7742608625000003,"3250,00",0.03049999999999999,""
"28, Croix Laurence",2017,AJOUPA BOUILLON,93.73895621750002,171.21117505,6.550565123499999,0.09581206,1.2453919395,"3250,00",0.0087,"9,72E+174"
"28, rue Pois doux",2018,ROBERT(LE),134.09396173333332,178.19946736666665,1.7512693553333334,-0.08163682066666665,0.41523671666666667,,,""
29 Rte de Ravine Vilaine,2018,FORT-DE-FRANCE,242.04569038500003,183.0600186,5.849561097550002,-0.04687967820000001,1.1660598565,"2500,00",0.02215000000000001,""
"29, Hameau de Pagerie",2018,TROIS-ILETS(LES),74.76711922285715,161.56961122857143,18.294321187285714,0.7085767364285714,4.225452724428572,"1750,00",0.001,9722310000C1298
"29, Lot. Anse Bleue",2018,DIAMANT(LE),115.748886775,172.60739692500002,4.934357745,0.68649199575,1.111028197,,,""
"29, Lotissement Les Orangers",2017,RIVIERE-SALEE,238.84242578000004,184.21738789,17.571761422,1.1466476392,3.5709225356,"1750,00",0.0010000000000000002,9722210000C0269
295 Impasse Vinasse,2019,LAMENTIN(LE),238.61670312727276,183.94067451818185,10.803965405272727,-0.1702827759090909,2.265381356727273,,,""
3 Allee des Coqs,2018,DUCOS,70.82347465375,165.5296824875,18.28890906125,-1.2007259909999999,3.7969744165,,,""
3 rue Monsieur,2018,FORT-DE-FRANCE,235.7136993375,184.0702964,9.839077142187502,0.3035697844375,2.018084282625,,,""
"3, Lot. Les Hauts de Sigy",2018,VAUCLIN(LE),143.498123164,151.72958924000002,17.159517053600002,-0.6574538428000001,3.6398380802000005,"1750,00",0.001,9722320000C1086
"3, Lot. Saint-Michel",2017,GROS-MORNE,286.3069484,197.97885889999998,12.138058035,1.6214764855000001,2.6454790445,"2500,00",0.1833,9722120000V0587
"3, rue des Anthuriums",2019,SAINT-ESPRIT,191.71402169230765,166.58476633846155,13.869623847153848,0.18685314907692308,2.7114610783076927,,,""
30 rue du General Mangin,2018,FRANCOIS(LE),106.42741312625,156.7718588125,14.61937040125,-0.217463937125,3.074054819625,,,""
30 rue du General Mangin,2018,LAMENTIN(LE),209.077880825,168.639396825,17.8025169675,-0.3910978727500001,3.4590622769999997,,,""
"30, Lot. Ixora",2017,SAINTE-LUCE,215.11524314999997,167.158964075,24.7997526775,1.1573228437499998,5.323815279,"1750,00",0.001,9722270000D1575
"30, Post Colon",2017,FORT-DE-FRANCE,262.607186,194.6395486,16.5654999,2.246782594,4.332876384,,,""
"30, route de Grande Savane",2017,AJOUPA BOUILLON,97.6592993,173.9104527,6.73911549,1.23157991,2.06113416,"3250,00",0.0032,9722010000D0136
300 Impasse Man Doudou,2018,SAINTE-MARIE,251.20545776666665,197.50762166666667,33.78764496333333,-0.7601836583333333,6.891957287333334,"1750,00",0.0173,""
"300, Chemin Morne des Olives",2018,SAINT-JOSEPH,229.42915221428572,179.22399327142855,21.745126007142858,-1.6204925247142854,4.835112194571428,"2500,00",0.001,""
"302, Morne Adrien",2017,DUCOS,298.49880461,215.49795870999998,27.137397694999997,0.1840867576999999,5.8851024499,"1750,00",0.0010000000000000002,9722070000V0345
304 Chemin En Nerius,2017,SAINT-JOSEPH,183.17036910000002,161.85436760000002,14.61759612,0.8250671363333334,3.0300763393333336,,,""
306 B Route de Redoute,2019,FORT-DE-FRANCE,73.40288847333332,155.22572785,24.1963210975,0.911902820666667,5.186366895083334,"2500,00",0.0010000000000000002,""
310 Chemin Derriere Bois,2018,SAINT-JOSEPH,133.1929799325,167.429850225,10.842741995499999,-1.0536768035,3.01593550775,"2500,00",0.0226,""
311 Chemin Choco,2018,SAINT-JOSEPH,27.528104651249997,192.0656729875,21.796432625374997,1.11270289625,4.3731555076249995,"2500,00",0.001,""
"316, Chemin Bernadette Tripeau Morne Pitault",2018,SCHOELCHER,203.5303143,171.19110149999997,10.775790015666667,0.8874390963333333,2.331234558333333,,,""
317 rue de l'Enseignement,2018,SAINTE-MARIE,133.37482194999998,153.94169435,14.304477103333333,0.14527231200000001,2.857585929833333,,,""
325 Chemin Ernould Valbon,2019,LAMENTIN(LE),148.87093389999998,148.08061351428572,19.273546062857147,1.2151072365714286,3.9610745525714286,,,""
"33, Avenue des Cayalis",2019,ROBERT(LE),14.248865467600002,198.05115872000002,27.836861734000003,-0.7598869046000001,5.4742896652,,,""
"33, rue Joseph ZOBEL",2017,DUCOS,227.41374646666668,185.78087333333335,8.321642451666667,0.009685460666666609,2.147717258,"1750,00",0.001,9722210000C0299
334 Chemin Fond Marie-Rose,2019,DUCOS,95.60183919684209,164.55081409473684,15.604248030526318,0.8281089015789475,3.28804391,,,""
34 Avenue des Cayalis,2018,GROS-MORNE,135.17273218500003,150.8231392875,17.391617789999998,1.4453589109999998,3.693645391625,,,""
34 avenue Marc Andre,2019,DUCOS,170.90451056,152.67471608,18.099887877999997,-0.25488730140000004,3.482859011,"1750,00",0.0032,""
34 rue Mal finis,2018,SAINTE-MARIE,21.011554389999997,195.02133738,31.057525216,-0.7445828921999998,6.2503543784,,,""
"34, Lot. Anse Bellune",2018,CASE-PILOTE,234.07782492,182.33443043999998,24.971530584,0.4227609041999999,5.279549709199999,"1750,00",0.0010000000000000002,""
"34, Lot. Thalemont",2018,FRANCOIS(LE),326.95697233333334,217.26838733333332,24.60045245666667,-1.124644414,5.559537294666666,"1375,00",0.001,9722100000C1017
349 Chemin des Bambous,2019,LAMENTIN(LE),260.47661661666666,191.91304866666667,12.328466251666667,-0.3236400975,2.467889404833333,"1750,00",0.0014,""
"349, Chemin Fonds Epingles",2018,SAINT-JOSEPH,174.17174417833334,192.14677765000002,11.249706723333333,0.30657557416666653,2.6154461718333333,"2500,00",0.001,""
"360, Chemin Vie Mazi",2017,CARBET(LE),227.75010883076928,176.17301244615388,11.321683173538464,-0.31275901323076927,2.3999037327692307,"1750,00",0.0010000000000000005,"9,72E+210"
"373, rue de la Ferme",2018,SAINTE-MARIE,147.955119075,113.51921904999999,35.269738829999994,0.5296410495000001,7.601561744749999,,,""
376 Chemin de la Rosee,2019,DUCOS,75.25167208970001,192.59068089,14.858721633500002,1.0678784674,3.0232927472,,,""
